Stock Name,Symbol,Sector,Industry,Market Cap(Rs. Cr.),Source_File
Aanjaay Industries Ltd.,KABRADG,Healthcare,Pharmaceuticals & Drugs,59.22,sectors\healthcare.csv
Shanmuga Hospital Ltd.,SHANMUGA,Healthcare,Hospital & Healthcare Services,58.39,sectors\healthcare.csv
Vasundhara Rasayans Ltd.,VRL,Healthcare,Pharmaceuticals & Drugs,57.84,sectors\healthcare.csv
Phaarmasia Ltd.,PHRMASI,Healthcare,Pharmaceuticals & Drugs,52.57,sectors\healthcare.csv
Shree Pacetronix Ltd.,SHREEPAC,Healthcare,Medical Equipment/Supplies/Accessories,49.44,sectors\healthcare.csv
Mangalam Drugs And Organics Ltd.,MANGALAM,Healthcare,Pharmaceuticals & Drugs,45.03,sectors\healthcare.csv
Vivo Bio Tech Ltd.,VIVOBIOT,Healthcare,Pharmaceuticals & Drugs,44.6,sectors\healthcare.csv
Parmax Pharma Ltd.,PARMAX,Healthcare,Pharmaceuticals & Drugs,44.05,sectors\healthcare.csv
KMS Medisurgi Ltd.,KMSMEDI,Healthcare,Medical Equipment/Supplies/Accessories,43.82,sectors\healthcare.csv
JFL Life Sciences Ltd.,JFLLIFE,Healthcare,Pharmaceuticals & Drugs,43.55,sectors\healthcare.csv
Shelter Pharma Ltd.,SHELTER,Healthcare,Pharmaceuticals & Drugs,42.43,sectors\healthcare.csv
Vista Pharmaceuticals Ltd.,VISTAPH,Healthcare,Pharmaceuticals & Drugs,42.41,sectors\healthcare.csv
Rajnish Wellness Ltd.,RAJNISH,Healthcare,Pharmaceuticals & Drugs,41.63,sectors\healthcare.csv
ANG Lifesciences India Ltd.,ANG,Healthcare,Pharmaceuticals & Drugs,41.03,sectors\healthcare.csv
Aatmaj Healthcare Ltd.,AATMAJ,Healthcare,Hospital & Healthcare Services,40.91,sectors\healthcare.csv
Vivimed Labs Ltd.,VIVIMEDLAB,Healthcare,Pharmaceuticals & Drugs,40.88,sectors\healthcare.csv
Amkay Products Ltd.,AMKAY,Healthcare,Medical Equipment/Supplies/Accessories,39.82,sectors\healthcare.csv
Goldline Pharmaceutical Ltd.,GLPL,Healthcare,Pharmaceuticals & Drugs,38.49,sectors\healthcare.csv
Roopa Industries Ltd.,ROOPAIND,Healthcare,Pharmaceuticals & Drugs,38.28,sectors\healthcare.csv
Lasa Supergenerics Ltd.,LASA,Healthcare,Pharmaceuticals & Drugs,38.03,sectors\healthcare.csv
NG Industries Ltd.,NGIND,Healthcare,Hospital & Healthcare Services,37.86,sectors\healthcare.csv
Chandra Bhagat Pharma Ltd.,CBPL,Healthcare,Pharmaceuticals & Drugs,37.65,sectors\healthcare.csv
Sandu Pharmaceuticals Ltd.,SANDUPHQ,Healthcare,Pharmaceuticals & Drugs,35.71,sectors\healthcare.csv
Panjon Ltd.,PANJON,Healthcare,Pharmaceuticals & Drugs,32.77,sectors\healthcare.csv
GKB Ophthalmics Ltd.,GKB,Healthcare,Medical Equipment/Supplies/Accessories,32.76,sectors\healthcare.csv
Walpar Nutritions Ltd.,WALPAR,Healthcare,Pharmaceuticals & Drugs,32.73,sectors\healthcare.csv
Kretto Syscon Ltd.,KRETTOSYS,Healthcare,Medical Equipment/Supplies/Accessories,32.51,sectors\healthcare.csv
Bandaram Pharma Packtech Ltd.,BANDARAM,Healthcare,Pharmaceuticals & Drugs,32.44,sectors\healthcare.csv
Deccan Health Care Ltd.,DECCAN,Healthcare,Pharmaceuticals & Drugs,32.4,sectors\healthcare.csv
Sharma East India Hospitals & Medical Research Ltd,SHARMEH,Healthcare,Hospital & Healthcare Services,31.69,sectors\healthcare.csv
Soni Medicare Ltd.,SML,Healthcare,Hospital & Healthcare Services,31.13,sectors\healthcare.csv
Gujarat Terce Laboratories Ltd.,GUJTERC,Healthcare,Pharmaceuticals & Drugs,30.15,sectors\healthcare.csv
Galaxy Medicare Ltd.,GML,Healthcare,Medical Equipment/Supplies/Accessories,30.04,sectors\healthcare.csv
KK Shah Hospitals Ltd.,KKSHL,Healthcare,Hospital & Healthcare Services,29.89,sectors\healthcare.csv
Centenial Surgical Suture Ltd.,CSURGSU,Healthcare,Medical Equipment/Supplies/Accessories,29.88,sectors\healthcare.csv
Medicamen Organics Ltd.,MEDIORG,Healthcare,Pharmaceuticals & Drugs,29.62,sectors\healthcare.csv
Chennai Meenakshi Multispeciality Hospital Ltd.,CMMHOSP,Healthcare,Hospital & Healthcare Services,29.43,sectors\healthcare.csv
Tejnaksh Healthcare Ltd.,TEJNAKSH,Healthcare,Hospital & Healthcare Services,27.18,sectors\healthcare.csv
Unick Fix-A-Form And Printers Ltd.,UNICK,Healthcare,Pharmaceuticals & Drugs,26.89,sectors\healthcare.csv
Samsrita Labs Ltd.,SAMSRITA,Healthcare,Hospital & Healthcare Services,26.25,sectors\healthcare.csv
Venmax Drugs And Pharmaceuticals Ltd.,VENMAX,Healthcare,Pharmaceuticals & Drugs,24.52,sectors\healthcare.csv
Adeshwar Meditex Ltd.,ADESHWAR,Healthcare,Pharmaceuticals & Drugs,24.24,sectors\healthcare.csv
Cian Healthcare Ltd.,CHCL,Healthcare,Pharmaceuticals & Drugs,23.88,sectors\healthcare.csv
Ishita Drugs & Industries Ltd.,ISHITADR,Healthcare,Pharmaceuticals & Drugs,22.53,sectors\healthcare.csv
Colinz Laboratories Ltd.,COLINZ,Healthcare,Pharmaceuticals & Drugs,20.12,sectors\healthcare.csv
Bacil Pharma Ltd.,BACPHAR,Healthcare,Pharmaceuticals & Drugs,18.83,sectors\healthcare.csv
Nidan Laboratories And Healthcare Ltd.,NIDAN,Healthcare,Hospital & Healthcare Services,18.49,sectors\healthcare.csv
Zenith Health Care Ltd.,ZENITHHE,Healthcare,Pharmaceuticals & Drugs,16.61,sectors\healthcare.csv
Norris Medicines Ltd.,NORRIS,Healthcare,Pharmaceuticals & Drugs,15.9,sectors\healthcare.csv
Desh Rakshak Aushdhalaya Ltd.,DESHRAK,Healthcare,Pharmaceuticals & Drugs,15.33,sectors\healthcare.csv
Shamrock Industrial Company Ltd.,SHAMROIN,Healthcare,Pharmaceuticals & Drugs,14.09,sectors\healthcare.csv
Starsource Multitrade Ltd.,STARSOURCE,Healthcare,Pharmaceuticals & Drugs,13.47,sectors\healthcare.csv
Global Longlife Hospital and Research Ltd.,GLHRL,Healthcare,Hospital & Healthcare Services,12.64,sectors\healthcare.csv
Saroja Pharma Industries India Ltd.,SAROJA,Healthcare,Pharmaceuticals & Drugs,12.64,sectors\healthcare.csv
Ortin Global Ltd.,ORTINGLOBE,Healthcare,Pharmaceuticals & Drugs,12.42,sectors\healthcare.csv
Unjha Formulations Ltd.,UNJHAFOR,Healthcare,Pharmaceuticals & Drugs,12.34,sectors\healthcare.csv
Kobo Biotech Ltd.,KOBO,Healthcare,Pharmaceuticals & Drugs,12.22,sectors\healthcare.csv
Emmessar Biotech & Nutrition Ltd.,EMMESSA,Healthcare,Pharmaceuticals & Drugs,11.83,sectors\healthcare.csv
Beryl Drugs Ltd.,BERLDRG,Healthcare,Pharmaceuticals & Drugs,11.64,sectors\healthcare.csv
Dhanvantri Jeevan Rekha Ltd.,ZDHJERK,Healthcare,Hospital & Healthcare Services,11.47,sectors\healthcare.csv
Dolphin Medical Services Ltd.,DOLPHMED,Healthcare,Hospital & Healthcare Services,11.31,sectors\healthcare.csv
Broach Lifecare Hospital Ltd.,BROACH,Healthcare,Hospital & Healthcare Services,11.05,sectors\healthcare.csv
Family Care Hospitals Ltd.,FAMILYCARE,Healthcare,Hospital & Healthcare Services,10.32,sectors\healthcare.csv
Looks Health Services Ltd.,LOOKS,Healthcare,Hospital & Healthcare Services,9.51,sectors\healthcare.csv
Clinitech Laboratory Ltd.,CTLLAB,Healthcare,Hospital & Healthcare Services,9.13,sectors\healthcare.csv
Adline Chem Lab Ltd.,ADLINE,Healthcare,Pharmaceuticals & Drugs,7.62,sectors\healthcare.csv
Hindustan Bio Sciences Ltd.,HINDBIO,Healthcare,Pharmaceuticals & Drugs,7.1,sectors\healthcare.csv
Ganga Pharmaceuticals Ltd.,GANGAPHARM,Healthcare,Pharmaceuticals & Drugs,7.09,sectors\healthcare.csv
Brawn Biotech Ltd.,BRAWN,Healthcare,Pharmaceuticals & Drugs,6.09,sectors\healthcare.csv
Decipher Labs Ltd.,DECIPHER,Healthcare,Pharmaceuticals & Drugs,6.06,sectors\healthcare.csv
Dr Lalchandani Labs Ltd.,DLCL,Healthcare,Hospital & Healthcare Services,5.52,sectors\healthcare.csv
Gian Life Care Ltd.,GIANLIFE,Healthcare,Hospital & Healthcare Services,4.89,sectors\healthcare.csv
MPS Pharmaa Ltd.,ADVIKLA,Healthcare,Pharmaceuticals & Drugs,3.8,sectors\healthcare.csv
Transpact Enterprises Ltd.,TRANSPACT,Healthcare,Medical Equipment/Supplies/Accessories,3.67,sectors\healthcare.csv
Boston Commerce Ltd.,BOSTON,Healthcare,Medical Equipment/Supplies/Accessories,3.14,sectors\healthcare.csv
Cresanto Global Ltd.,CRESANTO,Healthcare,Pharmaceuticals & Drugs,2.19,sectors\healthcare.csv
Murae Organisor Ltd. - (Rights Entitlements (REs)),MURAE-RE1,Healthcare,Pharmaceuticals & Drugs,0.0,sectors\healthcare.csv
Rajnish Wellness Ltd. - (Rights Entitlements (REs)),RAJNI-RE,Healthcare,Pharmaceuticals & Drugs,0.0,sectors\healthcare.csv
Kilitch Drugs (India) Ltd. - (Rights Entitlements (REs)),KILITC-RE,Healthcare,Pharmaceuticals & Drugs,0.0,sectors\healthcare.csv
Valiant Laboratories Ltd. - (Rights Entitlements (REs)),VALIANT-RE,Healthcare,Pharmaceuticals & Drugs,0.0,sectors\healthcare.csv
Vineet Laboratories Ltd. - (Rights Entitlements (REs)),VINEET-RE,Healthcare,Pharmaceuticals & Drugs,0.0,sectors\healthcare.csv
Dr Lalchandani Labs Ltd. - (Rights Entitlements (REs)),DLCL-RE,Healthcare,Hospital & Healthcare Services,0.0,sectors\healthcare.csv
Healthcare Global Enterprises Ltd. - (Rights Entitlements (REs)),HCG-RE,Healthcare,Hospital & Healthcare Services,0.0,sectors\healthcare.csv
The Indian Hotels Company Ltd.,INDHOTEL,Hospitality,"Hotel, Resort & Restaurants",102686.4,sectors\hospitality.csv
Indian Railway Catering And Tourism Corporation Ltd.,IRCTC,Hospitality,Travel Services,39796.0,sectors\hospitality.csv
ITC Hotels Ltd.,ITCHOTELS,Hospitality,"Hotel, Resort & Restaurants",34358.69,sectors\hospitality.csv
EIH Ltd.,EIHOTEL,Hospitality,"Hotel, Resort & Restaurants",18773.43,sectors\hospitality.csv
Chalet Hotels Ltd.,CHALET,Hospitality,"Hotel, Resort & Restaurants",18092.2,sectors\hospitality.csv
Travel Food Services Ltd.,TRAVELFOOD,Hospitality,Restaurants,17993.34,sectors\hospitality.csv
TBO Tek Ltd.,TBOTEK,Hospitality,Travel Services,17706.32,sectors\hospitality.csv
Leela Palaces Hotels & Resorts Ltd.,THELEELA,Hospitality,"Hotel, Resort & Restaurants",17031.85,sectors\hospitality.csv
Ventive Hospitality Ltd.,VENTIVE,Hospitality,"Hotel, Resort & Restaurants",13519.72,sectors\hospitality.csv
BLS International Services Ltd.,BLS,Hospitality,Travel Services,11450.51,sectors\hospitality.csv
Westlife Foodworld Ltd,WESTLIFE,Hospitality,Restaurants,9084.06,sectors\hospitality.csv
Lemon Tree Hotels Ltd.,LEMONTREE,Hospitality,"Hotel, Resort & Restaurants",8627.56,sectors\hospitality.csv
Le Travenues Technology Ltd.,IXIGO,Hospitality,Travel Services,7676.38,sectors\hospitality.csv
Restaurant Brands Asia Ltd.,RBA,Hospitality,Restaurants,7053.13,sectors\hospitality.csv
Waterways Leisure Tourism Ltd.,CORDELIA,Hospitality,Travel Services,6063.4,sectors\hospitality.csv
India Tourism Development Corporation Ltd.,ITDC,Hospitality,"Hotel, Resort & Restaurants",5977.27,sectors\hospitality.csv
Thomas Cook (India) Ltd.,THOMASCOOK,Hospitality,Travel Services,4978.98,sectors\hospitality.csv
Mahindra Holidays & Resorts India Ltd.,MHRIL,Hospitality,"Hotel, Resort & Restaurants",4557.38,sectors\hospitality.csv
Juniper Hotels Ltd.,JUNIPER,Hospitality,"Hotel, Resort & Restaurants",4290.96,sectors\hospitality.csv
Samhi Hotels Ltd.,SAMHI,Hospitality,"Hotel, Resort & Restaurants",3642.25,sectors\hospitality.csv
Wonderla Holidays Ltd.,WONDERLA,Hospitality,Amusement Parks/Recreation/Club,2971.12,sectors\hospitality.csv
United Foodbrands Ltd.,UFBL,Hospitality,Restaurants,2928.74,sectors\hospitality.csv
Imagicaaworld Entertainment Ltd.,IMAGICAA,Hospitality,Amusement Parks/Recreation/Club,2696.9,sectors\hospitality.csv
Easy Trip Planners Ltd.,EASEMYTRIP,Hospitality,Travel Services,2554.16,sectors\hospitality.csv
Apeejay Surrendra Park Hotels Ltd.,PARKHOTELS,Hospitality,"Hotel, Resort & Restaurants",2509.28,sectors\hospitality.csv
Brigade Hotel Ventures Ltd.,BRIGHOTEL,Hospitality,"Hotel, Resort & Restaurants",2274.88,sectors\hospitality.csv
Oriental Hotels Ltd.,ORIENTHOT,Hospitality,"Hotel, Resort & Restaurants",2216.42,sectors\hospitality.csv
Krishna GVK Luxury Hotels Ltd.,TAJGVK,Hospitality,"Hotel, Resort & Restaurants",2142.82,sectors\hospitality.csv
EIH Associated Hotels Ltd.,EIHAHOTELS,Hospitality,"Hotel, Resort & Restaurants",1821.39,sectors\hospitality.csv
Yatra Online Ltd,YATRA,Hospitality,Travel Services,1788.84,sectors\hospitality.csv
Delta Corp Ltd.,DELTACORP,Hospitality,Amusement Parks/Recreation/Club,1621.09,sectors\hospitality.csv
Benares Hotels Ltd.,BENARAS,Hospitality,"Hotel, Resort & Restaurants",1323.06,sectors\hospitality.csv
Asian Hotels (North) Ltd.,ASIANHOTNR,Hospitality,"Hotel, Resort & Restaurants",1270.68,sectors\hospitality.csv
Mac Charles (India) Ltd.,MCCHRLS-B,Hospitality,"Hotel, Resort & Restaurants",912.64,sectors\hospitality.csv
Royal Orchid Hotels Ltd.,ROHLTD,Hospitality,"Hotel, Resort & Restaurants",858.68,sectors\hospitality.csv
Viceroy Hotels Ltd.,VHLTD,Hospitality,"Hotel, Resort & Restaurants",847.1,sectors\hospitality.csv
Advent Hotels International Ltd.,ADVENTHTL,Hospitality,"Hotel, Resort & Restaurants",765.45,sectors\hospitality.csv
UP Hotels Ltd.,UPHOT,Hospitality,"Hotel, Resort & Restaurants",756.0,sectors\hospitality.csv
Praveg Ltd.,PRAVEG,Hospitality,"Hotel, Resort & Restaurants",704.75,sectors\hospitality.csv
Speciality Restaurants Ltd.,SPECIALITY,Hospitality,Restaurants,673.61,sectors\hospitality.csv
Asian Hotels (West) Ltd.,AHLWEST,Hospitality,"Hotel, Resort & Restaurants",640.82,sectors\hospitality.csv
Coffee Day Enterprises Ltd.,COFFEEDAY,Hospitality,Restaurants,606.08,sectors\hospitality.csv
Kamat Hotels (India) Ltd.,KAMATHOTEL,Hospitality,"Hotel, Resort & Restaurants",577.51,sectors\hospitality.csv
Sayaji Hotels Ltd.,SAYAJIHOTL,Hospitality,"Hotel, Resort & Restaurants",569.33,sectors\hospitality.csv
Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,Hospitality,"Hotel, Resort & Restaurants",480.31,sectors\hospitality.csv
HLV Ltd.,HLVLTD,Hospitality,"Hotel, Resort & Restaurants",462.8,sectors\hospitality.csv
Sinclairs Hotels Ltd.,SINCLAIR,Hospitality,"Hotel, Resort & Restaurants",384.55,sectors\hospitality.csv
Emerald Leisures Ltd.,EMERALL,Hospitality,"Hotel, Resort & Restaurants",378.99,sectors\hospitality.csv
Mach Travel Solutions Ltd.,MACHLTD,Hospitality,Travel Services,362.89,sectors\hospitality.csv
Nicco Parks & Resorts Ltd.,NICCOPAR,Hospitality,Amusement Parks/Recreation/Club,341.64,sectors\hospitality.csv
Vegorama Punjabi Angithi Ltd.,VPAL,Hospitality,Restaurants,338.86,sectors\hospitality.csv
Sayaji Hotels (Indore) Ltd.,SHILINDORE,Hospitality,"Hotel, Resort & Restaurants",325.99,sectors\hospitality.csv
Apollo Sindoori Hotels Ltd.,APOLSINHOT,Hospitality,"Hotel, Resort & Restaurants",314.13,sectors\hospitality.csv
Robust Hotels Ltd.,RHL,Hospitality,"Hotel, Resort & Restaurants",299.23,sectors\hospitality.csv
Silverstorm Parks And Resorts Ltd.,SSPRL,Hospitality,Amusement Parks/Recreation/Club,283.69,sectors\hospitality.csv
Suba Hotels Ltd.,SUBAHOTELS,Hospitality,"Hotel, Resort & Restaurants",281.09,sectors\hospitality.csv
Sayaji Hotels (Pune) Ltd.,SHPLPUNE,Hospitality,"Hotel, Resort & Restaurants",258.66,sectors\hospitality.csv
Wise Travel India Ltd.,WTICAB,Hospitality,Travel Services,258.6,sectors\hospitality.csv
International Travel House Ltd.,ITHL,Hospitality,Travel Services,248.27,sectors\hospitality.csv
Asian Hotels (East) Ltd.,AHLEAST,Hospitality,"Hotel, Resort & Restaurants",242.6,sectors\hospitality.csv
Grand Continent Hotels Ltd.,GCHOTELS,Hospitality,"Hotel, Resort & Restaurants",231.88,sectors\hospitality.csv
Graviss Hospitality Ltd.,GRAVISSHO,Hospitality,"Hotel, Resort & Restaurants",215.01,sectors\hospitality.csv
GIR Natureview Resorts Ltd.,GIRRESORTS,Hospitality,"Hotel, Resort & Restaurants",202.29,sectors\hospitality.csv
Country Club Hospitality & Holidays Ltd.,CCHHL,Hospitality,"Hotel, Resort & Restaurants",200.9,sectors\hospitality.csv
Savera Industries Ltd.,SAVERA,Hospitality,"Hotel, Resort & Restaurants",198.9,sectors\hospitality.csv
Trade-Wings Ltd.,TRADWIN,Hospitality,Travel Services,189.27,sectors\hospitality.csv
HBG Hotels Ltd.,HBGHOTELS,Hospitality,"Hotel, Resort & Restaurants",179.91,sectors\hospitality.csv
The Byke Hospitality Ltd.,BYKE,Hospitality,"Hotel, Resort & Restaurants",165.1,sectors\hospitality.csv
CHL Ltd.,CHLLTD,Hospitality,"Hotel, Resort & Restaurants",151.3,sectors\hospitality.csv
Autoriders International Ltd.,AUTOINT,Hospitality,Travel Services,98.8,sectors\hospitality.csv
Transcorp International Ltd.,TRANSCOR,Hospitality,Travel Services,78.08,sectors\hospitality.csv
Jungle Camps India Ltd.,JUNGLECAMP,Hospitality,"Hotel, Resort & Restaurants",75.66,sectors\hospitality.csv
Eco Hotels & Resorts Ltd.,ECOHOTELS,Hospitality,"Hotel, Resort & Restaurants",74.77,sectors\hospitality.csv
TSC India Ltd.,TSC,Hospitality,Travel Services,73.68,sectors\hospitality.csv
Gujarat Hotels Ltd.,GUJHOTE,Hospitality,"Hotel, Resort & Restaurants",70.81,sectors\hospitality.csv
Saj Hotels Ltd.,SAJHOTELS,Hospitality,"Hotel, Resort & Restaurants",68.53,sectors\hospitality.csv
Vikram Kamats Hospitality Ltd.,KAMATS,Hospitality,Restaurants,65.55,sectors\hospitality.csv
Growington Ventures India Ltd.,GROWINGTON,Hospitality,Travel Services,62.94,sectors\hospitality.csv
MAC Hotels Ltd.,MACH,Hospitality,"Hotel, Resort & Restaurants",59.75,sectors\hospitality.csv
Royale Manor Hotels & Industries Ltd.,RAYALEMA,Hospitality,"Hotel, Resort & Restaurants",56.03,sectors\hospitality.csv
Blue Coast Hotels Ltd.,BLUECOAST,Hospitality,"Hotel, Resort & Restaurants",49.61,sectors\hospitality.csv
Roopshri Resorts Ltd.,ROOPSHRI,Hospitality,"Hotel, Resort & Restaurants",49.23,sectors\hospitality.csv
Jindal Hotels Ltd.,JINDHOT,Hospitality,"Hotel, Resort & Restaurants",43.18,sectors\hospitality.csv
Helloji Holidays Ltd.,HELLOJI,Hospitality,Travel Services,39.43,sectors\hospitality.csv
LGT Global Hospitality Ltd.,LGT,Hospitality,Travel Services,37.68,sectors\hospitality.csv
Yaan Enterprises Ltd.,YAANENT,Hospitality,Travel Services,37.2,sectors\hospitality.csv
Pecos Hotels and Pubs Ltd.,PECOS,Hospitality,Restaurants,33.01,sectors\hospitality.csv
Reliable Ventures India Ltd.,RELIABVEN,Hospitality,"Hotel, Resort & Restaurants",30.49,sectors\hospitality.csv
Best Eastern Hotels Ltd.,BESTEAST,Hospitality,"Hotel, Resort & Restaurants",30.41,sectors\hospitality.csv
Naturewings Holidays Ltd.,NHL,Hospitality,Travel Services,28.83,sectors\hospitality.csv
TGB Banquets And Hotels Ltd.,TGBHOTELS,Hospitality,"Hotel, Resort & Restaurants",28.73,sectors\hospitality.csv
Aruna Hotels Ltd.,ARUNAHTEL,Hospitality,"Hotel, Resort & Restaurants",24.48,sectors\hospitality.csv
Valencia India Ltd.,VALINDIA,Hospitality,"Hotel, Resort & Restaurants",24.11,sectors\hospitality.csv
West Leisure Resorts Ltd.,WESTLEIRES,Hospitality,"Hotel, Resort & Restaurants",23.78,sectors\hospitality.csv
Ajwa Fun World & Resort Ltd.,AJWAFUN,Hospitality,"Hotel, Resort & Restaurants",23.39,sectors\hospitality.csv
Velan Hotels Ltd.,VELHO,Hospitality,"Hotel, Resort & Restaurants",22.69,sectors\hospitality.csv
UHM Vacation Ltd.,UHMVL,Hospitality,Travel Services,22.33,sectors\hospitality.csv
Ras Resorts & Apart Hotels Ltd.,RASRESOR,Hospitality,"Hotel, Resort & Restaurants",21.44,sectors\hospitality.csv
Sri Havisha Hospitality and Infrastructure Ltd.,HAVISHA,Hospitality,"Hotel, Resort & Restaurants",20.73,sectors\hospitality.csv
Cindrella Hotels Ltd.,CINDHO,Hospitality,"Hotel, Resort & Restaurants",19.76,sectors\hospitality.csv
Travels & Rentals Ltd.,TRAVELS,Hospitality,Travel Services,18.58,sectors\hospitality.csv
HS India Ltd.,HOTLSILV,Hospitality,"Hotel, Resort & Restaurants",17.86,sectors\hospitality.csv
Howard Hotels Ltd.,HOWARHO,Hospitality,"Hotel, Resort & Restaurants",17.76,sectors\hospitality.csv
Univa Foods Ltd.,UNIVAFOODS,Hospitality,"Hotel, Resort & Restaurants",12.42,sectors\hospitality.csv
Lords Ishwar Hotels Ltd.,LORDSHOTL,Hospitality,"Hotel, Resort & Restaurants",12.09,sectors\hospitality.csv
Neopolitan Pizza and Foods Ltd.,NPFL,Hospitality,Restaurants,11.56,sectors\hospitality.csv
Woodsvilla Ltd.,WOODSVILA,Hospitality,"Hotel, Resort & Restaurants",9.21,sectors\hospitality.csv
Ashram Online.Com Ltd.,ASHRAM,Hospitality,"Hotel, Resort & Restaurants",6.35,sectors\hospitality.csv
Sailani Tours N Travels Ltd.,SAILANI,Hospitality,Travel Services,5.42,sectors\hospitality.csv
Mahasagar Travels Ltd.,MHSGRMS,Hospitality,Travel Services,4.4,sectors\hospitality.csv
Hanman Fit Ltd.,HANMAN,Hospitality,Amusement Parks/Recreation/Club,4.34,sectors\hospitality.csv
Silver Pearl Hospitality & Luxury Spaces Ltd.,SILVERPRL,Hospitality,"Hotel, Resort & Restaurants",3.93,sectors\hospitality.csv
Mega Corporation Ltd. - (Rights Entitlements (REs)),MEGACO-RE,Hospitality,Travel Services,0.0,sectors\hospitality.csv
Eco Hotels And Resorts Ltd. - (Rights Entitlements (REs)),ECOHO-RE,Hospitality,"Hotel, Resort & Restaurants",0.0,sectors\hospitality.csv
Travels & Rentals Ltd. - (Rights Entitlements (REs)),TRAVELS-RE,Hospitality,Travel Services,0.0,sectors\hospitality.csv
Linde India Ltd.,LINDEINDIA,Industrials Gases & Fuels,Industrial  Gases & Fuels,57093.1,sectors\industrialsgasesfuels.csv
Petronet LNG Ltd.,PETRONET,Industrials Gases & Fuels,Industrial  Gases & Fuels,42352.5,sectors\industrialsgasesfuels.csv
Bharat Coking Coal Ltd.,BHARATCOAL,Industrials Gases & Fuels,Industrial  Gases & Fuels,15689.43,sectors\industrialsgasesfuels.csv
Ellenbarrie Industrial Gases Ltd.,ELLEN,Industrials Gases & Fuels,Industrial  Gases & Fuels,4689.63,sectors\industrialsgasesfuels.csv
Refex Industries Ltd.,REFEX,Industrials Gases & Fuels,Industrial  Gases & Fuels,4074.05,sectors\industrialsgasesfuels.csv
Stallion India Fluorochemicals Ltd.,STALLION,Industrials Gases & Fuels,Industrial  Gases & Fuels,2669.39,sectors\industrialsgasesfuels.csv
IRM Energy Ltd.,IRMENERGY,Industrials Gases & Fuels,Industrial  Gases & Fuels,1208.18,sectors\industrialsgasesfuels.csv
Petro Carbon And Chemicals Ltd.,PCCL,Industrials Gases & Fuels,Industrial  Gases & Fuels,754.59,sectors\industrialsgasesfuels.csv
Rajasthan Securities Ltd.,RAJSEC,Industrials Gases & Fuels,Industrial  Gases & Fuels,426.65,sectors\industrialsgasesfuels.csv
Nilachal Carbo Metalicks Ltd.,NCML,Industrials Gases & Fuels,Industrial  Gases & Fuels,224.34,sectors\industrialsgasesfuels.csv
Hilltone Software & Gases Ltd.,HILLTONE,Industrials Gases & Fuels,Industrial  Gases & Fuels,54.56,sectors\industrialsgasesfuels.csv
National Oxygen Ltd.,NOL,Industrials Gases & Fuels,Industrial  Gases & Fuels,30.43,sectors\industrialsgasesfuels.csv
Bhagawati Gas Ltd.,BHAGGAS,Industrials Gases & Fuels,Industrial  Gases & Fuels,17.36,sectors\industrialsgasesfuels.csv
Rajasthan Cylinders & Containers Ltd.,RCCL,Industrials Gases & Fuels,Industrial  Gases & Fuels,10.78,sectors\industrialsgasesfuels.csv
Gagan Gases Ltd.,GAGAN,Industrials Gases & Fuels,Industrial  Gases & Fuels,8.87,sectors\industrialsgasesfuels.csv
Bhagawati Oxygen Ltd.,BHAGWOX,Industrials Gases & Fuels,Industrial  Gases & Fuels,8.79,sectors\industrialsgasesfuels.csv
Foundry Fuel Products Ltd.,FFPL,Industrials Gases & Fuels,Industrial  Gases & Fuels,4.11,sectors\industrialsgasesfuels.csv
The Southern Gas Ltd.,ZSOUTGAS,Industrials Gases & Fuels,Industrial  Gases & Fuels,0.06,sectors\industrialsgasesfuels.csv
Stallion India Fluorochemicals Ltd. - (Rights Entitlements (REs)),STALL-RE,Industrials Gases & Fuels,Industrial  Gases & Fuels,0.0,sectors\industrialsgasesfuels.csv
Tata Consultancy Services Ltd.,TCS,Information Technology,IT - Software,853506.85,sectors\informationtechnology.csv
Infosys Ltd.,INFY,Information Technology,IT - Software,474407.11,sectors\informationtechnology.csv
HCL Technologies Ltd.,HCLTECH,Information Technology,IT - Software,369058.45,sectors\informationtechnology.csv
Eternal Ltd.,ETERNAL,Information Technology,e-Commerce,306881.15,sectors\informationtechnology.csv
Wipro Ltd.,WIPRO,Information Technology,IT - Software,182039.6,sectors\informationtechnology.csv
Tech Mahindra Ltd.,TECHM,Information Technology,IT - Software,160214.46,sectors\informationtechnology.csv
LTM Ltd.,LTM,Information Technology,IT - Software,140301.88,sectors\informationtechnology.csv
One97 Communications Ltd.,PAYTM,Information Technology,Fintech,102837.75,sectors\informationtechnology.csv
Oracle Financial Services Software Ltd.,OFSS,Information Technology,IT - Software,102322.43,sectors\informationtechnology.csv
FSN E-Commerce Ventures Ltd.,NYKAA,Information Technology,e-Commerce,94802.17,sectors\informationtechnology.csv
Meesho Ltd.,MEESHO,Information Technology,e-Commerce,88425.77,sectors\informationtechnology.csv
Persistent Systems Ltd.,PERSISTENT,Information Technology,IT - Software,88024.5,sectors\informationtechnology.csv
Info Edge (India) Ltd.,NAUKRI,Information Technology,BPO/ITeS,86959.69,sectors\informationtechnology.csv
Coforge Ltd.,COFORGE,Information Technology,IT - Software,80611.53,sectors\informationtechnology.csv
PB Fintech Ltd.,POLICYBZR,Information Technology,Fintech,80462.64,sectors\informationtechnology.csv
Swiggy Ltd.,SWIGGY,Information Technology,e-Commerce,76405.48,sectors\informationtechnology.csv
